gas	-113.5	-11.0	-6.5
backpack	-1.5	-37.12766	-6.24332
gas	46.5	-11.0	3.5
survivor	-118.42869499239076	-93.02196597529922	-6.10783
backpack	-108.54366235099904	-90.88003886168747	-6.24332
gas	-145.5	-83.0	-16.5
vent	-85.51163100000001	-75.0	-4.4999999547817175
phone	46.5	-64.92000000130719	-6.495999973856408
backpack	-33.72765999999999	-115.00000004171864	-6.24332
vent	38.49999995206757	-123.0	12.211631000000011
survivor	59.521965976697885	-122.92869499282163	3.89217
phone	-115.5	-159.9200000013072	-16.495999973856406
vent	-85.361631	-159.0	-14.499999954781718
survivor	-73.42869499239076	-168.02196597529922	-16.10783
phone	-35.5	-142.9200000013072	-16.495999973856406
gas	-1.5	-163.0	-6.5
backpack	34.62765999999999	-163.00000004171864	3.9566799999999986
phone	-121.5	-199.9200000013072	-16.495999973856406
vent	-20.5	-237.99999995206755	-10.718368999999992
survivor	-15.428694992390758	-233.02196597529922	-15.18783
