backpack	629.5795279880537	-583.4505536327258	-9.55124
backpack	699.3596827770737	-278.5626445948752	147.68267999999998
backpack	283.21119591915357	-278.83396368856955	51.49118
backpack	676.2765945603367	-44.32808606038067	98.71278000000001
helmet	275.2802492131421	-126.674446999876	23.06724564276087
helmet	186.311	5.28961	20.9665
helmet	261.4491463984844	100.5588979187828	145.98764381678376
helmet	487.6880080704009	-411.8264991807355	25.32058515207659
phone	589.2015252099881	154.373936567744	96.17037094703286
phone	400.12617046704753	139.68558145046904	29.24823107676015
phone	352.7327171605288	-289.63079651772387	49.8419631879797
survivor	133.06125637183146	-145.6943403102596	26.048275907242584
survivor	509.7059847340927	-592.7458331322368	177.58647378310152
survivor	825.8018791055841	-466.1977864964965	34.0003333768106
survivor	432.1212307060357	153.09696599999998	76.08679510169762
survivor	832.5271293128588	-181.85469830797456	123.5540129604198
rope	603.6623416894125	-671.360807838099	134.90522609849452
rope	205.75348169069372	36.53107035186262	52.4169887740168
rope	177.50955878386313	-169.89789967638254	1.412177718343075
rope	603.3387732957729	-464.7471368574755	2.2440851461409212
