phone	-337.5	-34.92000000130719	-7.495999973856408
backpack	-302.5	-34.12766	-7.24332
survivor	-211.9219660233021	-37.27130499282162	-7.10783
survivor	40.57130500760924	-67.02196597529922	-6.18783
phone	41.5	-64.92000000130719	-6.575999973856408
backpack	-205.5	-69.12765999999999	-8.14332
backpack	-335.87766	-114.00000004171864	-7.24332
survivor	-174.171305	-104.978034	-15.40783
phone	-62.5	-121.92000000130719	-17.495999973856406
survivor	-395.5219660233021	-195.0713049928216	-7.10783
backpack	-395.5	-175.12766	-6.32332
phone	-217.5	-192.8200000013072	-6.545999973856409
