backpack	36.19	29.73234	1.12668
backpack	233.6988227876951	114.71653147375241	20.18623103708179
backpack	194.7915883970831	-159.9379910874436	0.63168
survivor	-22.42926521393671	79.57226485407823	10.39217
survivor	144.53436381278544	-4.4037728412820965	0.39217
survivor	42.6913050582885	-189.3119658107857	0.24117000000000002
phone	50.742693065770446	122.11321728546997	10.207247686573325
phone	136.35	-37.497115078617846	0.10176119054139618
extinguisher	151.83682851129672	48.73784832172259	0.3749
extinguisher	41.07160788767236	-20.872439311253782	5.3579
drill	109.79387168550623	-17.49596517826354	6.358863
drill	69.51749858180237	-78.89932825908282	0.158863
vent	19.30000036717457	42.406631000001425	13.299999491742284
vent	90.50000014108315	18.328368999998997	1.3600005082577171
gas	90.5	115.5	10.0
gas	-61.5	67.5	10.0
rope	128.99578815233878	-108.47328152247772	78.06056792482065
rope	118.19538614114256	-155.23599360140753	0.635741562809853
helmet	196.92259041648884	-9.985114409531468	0.7464067525660991
helmet	18.309737527944833	-51.61622126649916	1.0857968964003037
