cube	241.3813339089132	-92.3238	-22.980941266922866
cube	205.305	87.775	-20.8002
cube	24.6119	45.1068	-5.47914
phone	9.81785851535576	-58.33343146615793	-10.056838493856487
drill	182.01139440530713	150.78168944813595	-20.83415804208772
drill	144.83111976057282	68.77424278791707	-20.558430007847196
extinguisher	101.56312999999999	35.209010000000006	-15.6456
extinguisher	68.93253	6.37163	0.62
backpack	172.605	-13.833860000000001	-9.801094
backpack	80.8137268729472	-126.60071316991542	-18.34312
vent	-2.2296999999999993	-132.60336899999908	-4.640170508257717
vent	34.6774	-0.36576263282543386	-1.3129489999995128
gas	128.401	96.062	-9.325212
survivor	253.2165632214064	-253.53390903433834	-50.5173639043918
survivor	170.33059010603958	46.44012921345598	-17.384112026231133
survivor	8.56079770109851	-93.49054593887301	-10.569881429994972
rope	322.732366493829	-89.3758089833771	-21.035303031543435
rope	105.29523726539563	-70.3525	-25.84294709084179
helmet	375.23401627862376	-17.526239301661082	-20.92305833213024
helmet	101.72849147554109	-153.74007680813054	-25.75348425187535
