backpack	171.03304079147824	125.87668989620273	5.25668
phone	267.97929450669693	121.27727407287007	10.004000026143592
survivor	288.72609248730697	125.78977318482957	-4.60783
backpack	-4.1276599999999934	99.19999995828137	0.25668
drill	268.9750346881816	95.75353832771773	0.158863
phone	346.4	80.27999999869282	0.00400002614359151
phone	110.96619056230703	65.67250463236053	0.00400002614359151
drill	70.4	26.059073	-4.841137
extinguisher	211.95656006764028	16.975311839343842	5.3479
backpack	409.8772853316462	15.235187863970607	5.25668
survivor	416.5219659766979	-0.1286949928216271	15.39217
survivor	43.77803397669789	-20.07130499282162	5.39217
extinguisher	308.45293296245956	-13.716769823408915	-3.9721
drill	132.95822908794023	-41.958229074289704	0.158863
backpack	208.69999995577726	-65.07234000000001	5.25668
extinguisher	289.98259229216035	-62.24683486636865	10.3479
drill	-10.059072999999996	-105.99999998069525	10.158863
extinguisher	126.97857662706085	-99.04513947376643	10.3479
survivor	151.62196597669788	-106.12869499282164	10.39217
phone	349.78336702668173	-105.52174820136608	-4.995999973856408
